STATION,STATION_NAME,DATE,DT90,DX32,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080901,3,0,2,1382,0,2132,0,350,100,266,159,212
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081001,0,0,1,358,0,556,0,289,-6,195,69,132
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081101,0,0,0,196,0,471,0,239,-61,121,23,72
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081201,0,1,1,437,0,1009,0,206,-100,91,-17,37
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090101,0,7,1,381,51,826,25,128,-150,32,-58,-13
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090201,0,2,0,13,0,43,0,222,-100,86,-27,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090301,0,2,0,241,152,570,152,250,-106,119,7,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090401,4,0,1,373,0,1333,0,350,6,200,66,133
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090501,0,0,3,513,0,2089,0,306,50,233,127,180
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090601,3,0,2,396,0,1848,0,328,100,267,173,220
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090701,8,0,2,864,0,1499,0,344,150,301,188,245
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090801,13,0,3,940,0,1955,0,356,161,312,207,259
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090901,0,0,1,335,0,679,0,311,122,259,157,208
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091001,0,0,3,381,0,1450,0,244,17,182,74,128
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091101,0,0,1,305,0,1152,0,239,-6,148,50,99
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091201,0,4,2,409,279,1667,144,172,-83,64,-27,19
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100101,0,7,0,163,25,471,13,194,-106,52,-38,7
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100201,0,4,2,521,610,1250,963,100,-94,36,-38,-1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100301,0,0,0,231,0,1057,0,256,-17,141,40,90
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100401,2,0,0,183,0,367,0,344,22,218,82,150
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100501,2,0,1,404,0,852,0,333,33,255,135,195
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100601,16,0,0,203,0,408,0,378,128,313,202,258
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100701,22,0,1,434,0,1626,0,389,133,336,213,275
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100801,11,0,4,572,0,1795,0,361,161,310,201,256
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100901,7,0,1,508,0,826,0,356,94,288,160,224
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101001,0,0,1,508,0,1595,0,294,22,203,87,145
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101101,0,0,0,203,0,650,0,183,-28,133,21,77
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101201,0,6,0,203,25,564,28,178,-78,33,-35,-1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110101,0,7,0,157,127,365,176,139,-117,32,-47,-8
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110201,0,2,0,216,25,458,0,228,-89,80,-21,30
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110301,0,0,2,508,0,1682,0,261,-39,136,16,76
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110401,0,0,1,279,0,911,0,317,6,219,85,152
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110501,3,0,0,218,0,661,0,339,56,253,147,200
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110601,9,0,0,157,0,302,0,367,122,298,189,244
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110701,24,0,1,368,0,655,0,394,167,333,218,275
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110801,10,0,1,775,0,1903,0,356,139,307,192,250
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110901,1,0,4,864,0,2586,0,322,72,252,168,210
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111001,0,0,1,287,0,1140,0,239,-6,178,81,130
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111101,0,0,0,185,0,520,0,228,-17,160,39,100
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111201,0,0,2,424,0,1132,0,172,-50,102,6,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120101,0,5,1,409,25,705,25,178,-100,86,-20,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120201,0,1,0,132,0,494,0,211,-61,105,2,54
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120301,0,0,1,254,0,741,0,283,-33,186,62,124
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120401,1,0,1,348,0,597,0,322,11,197,65,131
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120501,2,0,0,198,0,1023,0,339,67,263,150,206
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120601,8,0,1,508,0,766,0,378,111,284,167,225
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120701,16,0,1,348,0,857,0,389,183,328,216,272
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120801,8,0,0,216,0,878,0,350,172,301,204,252
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120901,2,0,0,218,0,808,0,350,94,261,151,206
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121001,0,0,4,1171,0,2456,0,278,11,190,87,138
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121101,0,0,0,168,0,221,0,217,-33,107,14,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121201,0,0,2,457,0,1114,0,211,-33,104,17,60
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130101,0,3,1,429,0,845,0,206,-94,76,-15,31
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130201,0,1,1,292,0,841,10,144,-83,65,-24,21
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130301,0,0,0,241,25,860,25,167,-33,97,5,51
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130401,1,0,0,183,0,501,0,328,-33,201,72,137
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130501,1,0,1,267,0,974,0,328,28,226,117,172
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130601,3,0,3,483,0,2132,0,344,144,280,186,233
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130701,15,0,2,610,0,1638,0,367,156,309,217,263
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130801,1,0,1,305,0,712,0,339,128,280,184,232
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130901,3,0,1,363,0,511,0,339,72,255,136,195
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131001,0,0,3,706,0,2009,0,311,-11,206,92,149
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131101,0,1,1,511,0,739,0,239,-67,126,11,68
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131201,0,0,4,381,76,1727,115,222,-72,88,-4,42
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140101,0,10,0,203,76,739,132,150,-161,35,-77,-21
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140201,0,2,3,528,254,1731,328,200,-106,64,-40,12
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140301,0,2,3,358,178,1338,369,211,-139,92,-26,33
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140401,0,0,1,417,0,821,0,289,-6,189,60,125
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140501,1,0,2,737,0,2092,0,322,67,246,121,183
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140601,4,0,0,244,0,749,0,350,122,290,182,236
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140701,8,0,1,381,0,668,0,361,128,299,190,245
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140801,0,0,1,1219,0,1431,0,317,128,284,178,231
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140901,5,0,1,381,0,844,0,339,78,259,154,206
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141001,0,0,2,368,0,1079,0,272,33,204,98,151
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141101,0,1,0,180,0,859,0,222,-72,114,12,63
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141201,0,0,0,183,0,1074,0,222,-50,89,4,46
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150101,0,7,1,302,76,936,97,94,-133,32,-54,-11
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150201,0,12,0,102,127,178,152,178,-167,14,-92,-39
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000101,0,11,0,213,178,635,544,206,-139,54,-49,3
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000201,0,0,0,208,127,487,35,261,-150,100,-21,40
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000301,0,0,1,328,0,850,0,289,-44,157,20,88
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000401,0,0,2,366,0,1110,5,272,-17,179,58,118
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000501,3,0,0,208,0,653,0,333,17,249,113,181
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000601,6,0,0,221,0,1021,0,339,89,282,165,223
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000701,1,0,2,419,0,1090,0,328,100,276,166,221
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000801,1,0,2,592,0,1505,0,328,111,276,177,226
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20000901,0,0,2,584,0,1067,0,306,39,243,124,183
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20001001,0,0,0,13,0,16,0,294,-6,212,65,138
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20001101,0,0,0,132,0,400,0,233,-100,122,-6,58
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20001201,0,10,0,196,76,524,79,122,-144,26,-73,-23
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010101,0,4,1,295,102,646,129,139,-117,52,-52,0
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010201,0,1,0,201,51,428,94,206,-100,95,-23,36
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010301,0,0,2,338,0,1053,25,178,-83,106,-12,47
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010401,0,0,0,130,0,549,0,317,-28,202,59,130
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010501,1,0,1,526,0,1445,0,322,6,236,104,170
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010601,6,0,1,523,0,1228,0,339,89,284,166,225
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010701,5,0,1,475,0,1078,0,339,106,284,163,223
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010801,7,0,2,406,0,1147,0,361,144,304,191,247
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20010901,0,0,1,551,0,861,0,294,44,252,119,185
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20011001,0,0,1,279,0,360,0,289,-33,212,53,132
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20011101,0,0,0,137,0,206,0,267,-56,179,29,104
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20011201,0,1,0,122,0,397,0,250,-94,110,-7,52
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020101,0,0,0,117,25,311,66,233,-111,95,-17,39
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020201,0,0,0,46,0,116,0,239,-100,109,-33,38
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020301,0,0,0,201,0,885,0,256,-117,139,10,74
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020401,3,0,1,427,0,877,0,339,-56,209,67,138
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020501,0,0,2,404,0,1203,0,317,-6,235,97,166
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020601,6,0,1,259,0,918,0,339,111,289,161,225
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020701,15,0,1,396,0,671,0,361,83,310,193,251
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020801,19,0,1,439,0,739,0,372,111,321,192,256
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20020901,1,0,1,411,0,721,0,328,72,271,142,206
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20021001,0,0,1,279,0,1279,0,306,-6,178,77,128
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20021101,0,0,1,366,0,1050,0,222,-61,119,15,67
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20021201,0,3,1,277,127,917,208,144,-172,58,-42,8
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030101,0,12,1,439,76,684,130,156,-161,21,-61,-20
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030201,0,4,2,592,457,1592,887,106,-139,33,-52,-9
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030301,0,0,1,460,229,938,49,244,-100,133,1,67
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030401,0,0,0,173,0,690,0,294,-28,184,54,119
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030501,0,0,2,610,0,2212,0,278,50,199,110,154
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030601,2,0,3,505,0,2118,0,328,72,257,157,207
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030701,7,0,3,378,0,1538,0,339,150,293,189,241
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030801,5,0,2,376,0,1411,0,333,133,296,195,246
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20030901,0,0,2,447,0,1844,0,300,44,246,144,195
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20031001,0,0,2,480,0,1175,0,256,-22,183,59,121
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20031101,0,0,2,490,0,1322,0,272,-61,160,40,100
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20031201,0,1,1,259,178,1161,288,167,-72,73,-29,22
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040101,0,16,0,79,127,358,153,228,-167,22,-67,-23
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040201,0,2,1,305,76,490,0,194,-150,71,-41,15
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040301,0,0,0,244,0,522,0,256,-72,142,17,79
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040401,1,0,1,368,0,1281,0,322,-22,185,68,126
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040501,1,0,0,135,0,778,0,322,50,268,152,210
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040601,2,0,2,284,0,946,0,328,106,269,163,216
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040701,2,0,1,310,0,945,0,328,150,295,192,244
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040801,2,0,2,348,0,963,0,328,106,286,176,231
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20040901,0,0,3,434,0,1473,0,300,78,260,148,204
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20041001,0,0,0,89,0,263,0,272,-6,187,75,131
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20041101,0,0,2,488,0,1042,0,233,-50,148,34,91
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20041201,0,5,1,330,0,766,0,183,-122,86,-22,32
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050101,0,9,1,455,76,798,187,206,-139,59,-28,15
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050201,0,0,0,94,76,359,221,172,-106,85,-25,30
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050301,0,0,2,424,102,997,30,206,-83,102,-4,49
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050401,0,0,1,526,0,1104,0,300,-6,198,60,129
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050501,0,0,2,472,0,1235,0,306,0,216,91,154
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050601,8,0,0,170,0,489,0,339,106,292,171,231
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050701,9,0,4,498,0,1997,0,356,161,305,204,255
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050801,11,0,0,188,0,589,0,356,128,308,200,254
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20050901,5,0,0,33,0,39,0,339,44,292,152,222
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20051001,0,0,2,889,0,2343,0,283,6,199,99,149
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20051101,0,0,0,211,0,633,8,250,-72,154,22,88
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20051201,0,2,1,272,76,742,145,150,-106,54,-39,8
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060101,0,0,0,142,0,608,0,183,-61,108,1,55
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060201,0,1,0,211,178,606,206,189,-122,77,-33,22
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060301,0,0,0,8,0,19,0,294,-50,140,13,77
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060401,0,0,1,732,0,1237,0,278,-6,209,73,141
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060501,2,0,0,198,0,459,0,350,44,236,105,171
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060601,6,0,4,1509,0,2994,0,350,94,286,165,225
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060701,16,0,0,221,0,623,0,350,133,314,204,259
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060801,16,0,0,246,0,316,0,372,117,317,195,256
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20060901,0,0,2,701,0,1808,0,289,61,237,137,187
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20061001,0,0,1,267,0,1224,0,283,-6,186,68,127
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20061101,0,0,2,401,0,1349,0,256,-56,145,39,92
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20061201,0,0,0,221,0,442,0,244,-94,117,-7,55
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070101,0,3,0,173,51,539,41,217,-94,86,-7,39
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070201,0,6,0,229,102,646,249,139,-150,28,-66,-19
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070301,0,2,1,396,51,743,78,283,-117,145,14,80
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070401,0,0,1,490,0,860,5,300,-28,170,54,112
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070501,2,0,0,30,0,87,0,333,22,259,120,189
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070601,8,0,1,292,0,743,0,361,106,297,170,234
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070701,13,0,0,188,0,444,0,361,128,315,188,252
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070801,17,0,0,142,0,424,0,383,150,319,200,260
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20070901,10,0,0,150,0,356,0,344,61,288,148,218
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20071001,3,0,1,295,0,894,0,344,-6,241,109,175
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20071101,0,0,0,185,0,378,0,244,-67,134,23,78
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20071201,0,2,0,173,51,755,64,161,-106,76,-5,35
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080101,0,2,0,175,76,321,102,217,-139,69,-30,19
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080201,0,2,1,366,0,679,0,217,-100,81,-23,29
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080301,0,0,0,127,0,627,0,217,-44,135,20,77
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080401,0,0,1,737,0,1581,0,283,-11,192,75,133
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080501,0,0,2,947,0,2383,0,294,39,225,98,162
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080601,8,0,1,414,0,1071,0,350,117,298,173,235
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080701,11,0,1,269,0,555,0,350,144,309,189,249
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080801,6,0,1,284,0,630,0,339,133,296,168,232
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20080901,4,0,1,1298,0,1825,0,339,78,264,152,208
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20081001,0,0,1,279,0,332,0,289,-22,192,65,129
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20081101,0,0,0,198,0,512,0,239,-78,116,20,68
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20081201,0,1,1,340,0,664,0,200,-111,84,-14,35
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090101,0,6,1,297,0,671,51,139,-178,33,-60,-13
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090201,0,1,0,30,0,89,0,217,-122,94,-27,33
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090301,0,2,0,234,102,612,153,250,-133,121,9,65
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090401,3,0,1,414,0,1048,0,333,-6,197,68,132
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090501,0,0,2,912,0,2606,0,300,33,238,129,183
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090601,2,0,2,683,0,1699,0,328,89,281,176,228
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090701,4,0,1,376,0,554,0,350,117,297,179,238
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090801,12,0,1,325,0,699,0,367,150,314,200,257
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20090901,0,0,1,262,0,466,0,317,89,255,150,202
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20091001,0,0,2,429,0,1448,0,306,6,190,81,135
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20091101,0,0,0,241,0,943,0,239,-17,154,44,99
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20091201,0,2,1,340,457,1517,543,167,-106,61,-25,18
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100101,0,7,0,160,127,512,144,183,-117,53,-37,8
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100201,0,5,2,503,660,1176,1171,100,-144,37,-49,-6
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100301,0,0,0,198,0,854,0,256,-17,156,38,97
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100401,2,0,0,130,0,329,0,339,0,226,77,151
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100501,3,0,2,610,0,1380,0,333,11,254,135,195
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100601,12,0,0,178,0,328,0,361,100,308,189,249
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100701,20,0,0,191,0,1059,0,383,111,327,201,264
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100801,12,0,3,422,0,1124,0,361,150,305,196,250
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20100901,9,0,1,1204,0,1565,0,361,78,288,149,218
