STATION,STATION_NAME,DATE,DT90,DX32,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20101001,0,0,0,244,0,606,0,300,6,206,83,144
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20101101,0,0,2,267,0,636,0,183,-56,139,18,78
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20101201,0,4,0,188,25,374,39,178,-117,35,-47,-6
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110101,0,8,1,333,152,476,261,144,-144,32,-55,-11
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110201,0,1,0,180,102,562,18,239,-117,93,-25,34
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110301,0,0,2,584,0,1290,3,261,-39,122,13,68
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110401,0,0,2,338,0,1324,0,300,-11,204,77,140
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110501,3,0,0,196,0,835,0,344,44,247,134,191
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110601,7,0,0,147,0,357,0,361,89,299,178,238
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110701,24,0,1,323,0,656,0,406,133,338,206,272
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110801,8,0,1,297,0,950,0,372,111,307,185,246
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20110901,0,0,4,577,0,2015,0,311,56,249,163,206
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20111001,0,0,2,488,0,1594,15,272,-22,183,74,128
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20111101,0,0,0,178,0,554,0,228,-28,159,30,95
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20111201,0,0,2,544,0,1132,0,167,-72,108,-3,52
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120101,0,3,0,150,25,471,43,189,-100,88,-24,32
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120201,0,1,1,343,0,570,35,206,-83,106,-7,50
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120301,0,0,0,206,0,388,0,289,-61,188,59,124
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120401,0,0,0,244,0,463,0,311,-11,191,53,122
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120501,1,0,1,358,0,1369,0,322,39,260,145,203
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120601,9,0,0,155,0,454,0,389,100,288,155,221
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120701,18,0,1,259,0,617,0,383,172,330,210,270
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120801,8,0,0,142,0,767,0,350,156,308,194,251
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20120901,4,0,1,297,0,689,0,333,72,266,136,201
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20121001,0,0,3,1082,0,2258,0,272,-11,194,82,138
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20121101,0,0,0,221,0,284,0,211,-50,116,1,58
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20121201,0,0,1,358,0,731,56,217,-61,102,7,55
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130101,0,4,1,508,25,940,46,222,-128,78,-18,30
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130201,0,3,0,180,0,414,33,144,-106,62,-26,18
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130301,0,0,1,295,76,805,188,167,-56,96,-4,46
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130401,0,0,1,305,0,584,0,317,-55,199,70,134
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130501,1,0,1,259,0,813,0,322,0,236,114,175
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130601,4,0,0,249,0,1179,0,333,106,281,177,229
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130701,9,0,2,942,0,1848,0,356,144,305,209,257
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130801,2,0,0,191,0,497,0,322,117,284,179,231
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130901,6,0,1,330,0,409,0,344,44,263,124,193
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20131001,2,0,3,859,0,1908,0,322,-16,205,89,147
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20131101,0,1,1,437,0,710,0,250,-88,116,5,61
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20131201,0,3,1,323,50,1417,119,217,-82,89,-8,40
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140101,0,12,0,188,130,683,305,133,-188,27,-80,-26
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140201,0,6,2,338,200,968,415,167,-121,53,-49,2
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140301,0,2,0,246,200,1041,503,206,-182,91,-30,30
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140401,0,0,3,1013,0,1881,0,283,-21,178,46,112
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140501,1,0,2,500,0,1610,0,322,39,241,117,179
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140601,3,0,1,434,0,1175,0,328,100,279,170,225
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140701,5,0,0,107,0,531,0,350,89,292,177,234
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140801,1,0,2,363,0,1308,0,322,117,278,165,221
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20140901,2,0,0,147,0,236,0,328,56,252,142,197
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20141001,0,0,1,330,0,767,0,278,6,195,80,138
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20141101,0,0,1,305,30,676,41,211,-105,110,0,55
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20141201,0,0,0,193,0,828,0,211,-77,76,-5,35
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150101,0,6,0,173,80,828,222,156,-160,34,-58,-12
GHCND:USW00093738,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20150201,0,9,0,236,180,447,410,156,-199,21,-93,-36
